payment_number,payment,principal,interest,balance
1,1896.204070478896,271.204070478896,1625.0,299728.7959295211
2,1896.204070478896,272.67309252732343,1623.5309779515726,299456.1228369938
3,1896.204070478896,274.15007177851294,1622.053998700383,299181.97276521527
4,1896.204070478896,275.63505133397985,1620.5690191449162,298906.3377138813
5,1896.204070478896,277.1280745287056,1619.0759959501904,298629.2096393526
6,1896.204070478896,278.62918493240295,1617.574885546493,298350.5804544202
7,1896.204070478896,280.13842635078663,1616.0656441281094,298070.4420280694
8,1896.204070478896,281.65584282685336,1614.5482276520427,297788.7861852425
9,1896.204070478896,283.18147864216553,1613.0225918367305,297505.60470660037
10,1896.204070478896,284.7153783181441,1611.488692160752,297220.8893282822
11,1896.204070478896,286.2575866173672,1609.9464838615288,296934.63174166484
12,1896.204070478896,287.8081485448781,1608.395921934018,296646.82359312
13,1896.204070478896,289.3671093494961,1606.8369611294,296357.45648377045
14,1896.204070478896,290.9345145251393,1605.2695559537567,296066.52196924534
15,1896.204070478896,292.51040981215033,1603.6936606667457,295774.0115594332
16,1896.204070478896,294.0948411986328,1602.1092292802632,295479.91671823454
17,1896.204070478896,295.6878549217922,1600.5162155571038,295184.22886331275
18,1896.204070478896,297.28949746928515,1598.9145730096109,294886.9393658435
19,1896.204070478896,298.89981558057707,1597.304254898319,294588.0395502629
20,1896.204070478896,300.51885624830516,1595.6852142305909,294287.5206940146
21,1896.204070478896,302.14666671965006,1594.057403759246,293985.374027295
22,1896.204070478896,303.7832944977149,1592.4207759811811,293681.5907327973
23,1896.204070478896,305.4287873429107,1590.7752831359853,293376.16194545437
24,1896.204070478896,307.0831932743515,1589.1208772045445,293069.07875218004
25,1896.204070478896,308.7465605712541,1587.457509907642,292760.3321916088
26,1896.204070478896,310.4189377743485,1585.7851327045476,292449.9132538344
27,1896.204070478896,312.10037368729286,1584.1036967916032,292137.81288014713
28,1896.204070478896,313.79091737809904,1582.413153100797,291824.02196276904
29,1896.204070478896,315.4906181805636,1580.7134522983324,291508.5313445885
30,1896.204070478896,317.1995256957082,1579.0045447831878,291191.3318188928
31,1896.204070478896,318.9176897932266,1577.2863806856694,290872.4141290996
32,1896.204070478896,320.6451606129399,1575.5589098659561,290551.76896848663
33,1896.204070478896,322.38198856626013,1573.822081912636,290229.3869799204
34,1896.204070478896,324.12822433766064,1572.0758461412354,289905.25875558273
35,1896.204070478896,325.88391888615615,1570.3201515927399,289579.3748366966
36,1896.204070478896,327.6491234467894,1568.5549470321066,289251.7257132498
37,1896.204070478896,329.42388953212617,1566.7801809467699,288922.3018237177
38,1896.204070478896,331.2082689337583,1564.9958015451377,288591.09355478396
39,1896.204070478896,333.0023137238161,1563.20175675508,288258.0912410602
40,1896.204070478896,334.8060762564867,1561.3979942224094,287923.2851648037
41,1896.204070478896,336.6196091695426,1559.5844613093534,287586.6655556341
42,1896.204070478896,338.44296538587787,1557.7611050930182,287248.2225902483
43,1896.204070478896,340.2761981150511,1555.927872363845,286907.94639213325
44,1896.204070478896,342.1193608548408,1554.0847096240552,286565.8270312784
45,1896.204070478896,343.9725073928046,1552.2315630860915,286221.8545238856
46,1896.204070478896,345.8356918078491,1550.368378671047,285876.01883207774
47,1896.204070478896,347.70896847180825,1548.4951020070878,285528.30986360594
48,1896.204070478896,349.5923920510304,1546.6116784278656,285178.71747155493
49,1896.204070478896,351.48601750797343,1544.7180529709226,284827.23145404697
50,1896.204070478896,353.38990010280827,1542.8141703760878,284473.84155394416
51,1896.204070478896,355.3040953950317,1540.8999750838643,284118.53745854914
52,1896.204070478896,357.22865924508824,1538.9754112338078,283761.30879930407
53,1896.204070478896,359.16364781599896,1537.040422662897,283402.1451514881
54,1896.204070478896,361.1091175750023,1535.0949529038937,283041.0360339131
55,1896.204070478896,363.0651252952,1533.138945183696,282677.9709086179
56,1896.204070478896,365.0317280572158,1531.1723424216802,282312.9391805607
57,1896.204070478896,367.0089832508588,1529.1950872280372,281945.9301973098
58,1896.204070478896,368.99694857680106,1527.207121902095,281576.933248733
59,1896.204070478896,370.9956820482589,1525.2083884306371,281205.93756668473
60,1896.204070478896,373.00524199268693,1523.198828486209,280832.932324692
61,1896.204070478896,375.02568705348085,1521.1783834254152,280457.9066376385
62,1896.204070478896,377.05707619168743,1519.1469942872086,280080.8495614468
63,1896.204070478896,379.0994686877257,1517.1046017911704,279701.7500927591
64,1896.204070478896,381.1529241431176,1515.0511463357784,279320.59716861596
65,1896.204070478896,383.2175024822261,1512.98656799667,278937.3796661337
66,1896.204070478896,385.29326395400494,1510.910806524891,278552.08640217973
67,1896.204070478896,387.38026913375575,1508.8238013451403,278164.70613304595
68,1896.204070478896,389.47857892489696,1506.725491553999,277775.22755412105
69,1896.204070478896,391.5882545607403,1504.6158159181557,277383.63929956034
70,1896.204070478896,393.70935760627754,1502.4947128726185,276989.92994195403
71,1896.204070478896,395.84194995997836,1500.3621205189177,276594.08799199405
72,1896.204070478896,397.98609385559485,1498.2179766233012,276196.10189813847
73,1896.204070478896,400.14185186397935,1496.0622186149167,275795.9600462745
74,1896.204070478896,402.3092868949093,1493.8947835839867,275393.65075937955
75,1896.204070478896,404.48846219892334,1491.7156082799727,274989.1622971806
76,1896.204070478896,406.67944136916753,1489.5246291097285,274582.4828558115
77,1896.204070478896,408.88228834325037,1487.3217821356457,274173.6005674682
78,1896.204070478896,411.0970674051098,1485.1070030737862,273762.5035000631
79,1896.204070478896,413.32384318688764,1482.8802272920084,273349.1796568762
80,1896.204070478896,415.5626806708167,1480.6413898080793,272933.6169762054
81,1896.204070478896,417.81364519111685,1478.3904252877792,272515.80333101423
82,1896.204070478896,420.0768024359022,1476.1272680429938,272095.7265285783
83,1896.204070478896,422.35221844909665,1473.8518520297994,271673.3743101292
84,1896.204070478896,424.6399596323629,1471.5641108465331,271248.73435049684
85,1896.204070478896,426.9400927470381,1469.263977731858,270821.7942577498
86,1896.204070478896,429.2526849160845,1466.9513855628115,270392.5415728337
87,1896.204070478896,431.5778036260467,1464.6262668528493,269960.96376920765
88,1896.204070478896,433.9155167290212,1462.2885537498748,269527.04825247865
89,1896.204070478896,436.2658924446366,1459.9381780342594,269090.782360034
90,1896.204070478896,438.6289993620451,1457.575071116851,268652.15336067195
91,1896.204070478896,441.0049064419229,1455.1991640369731,268211.14845423005
92,1896.204070478896,443.3936830184832,1452.8103874604128,267767.75477121153
93,1896.204070478896,445.79539880150014,1450.408671677396,267321.95937241
94,1896.204070478896,448.2101238783416,1447.9939466005544,266873.7492485317
95,1896.204070478896,450.63792871601595,1445.56614176288,266423.1113198157
96,1896.204070478896,453.0788841632277,1443.1251863156683,265970.03243565245
97,1896.204070478896,455.5330614524453,1440.6710090264507,265514.4993742
98,1896.204070478896,458.00053220197924,1438.2035382769168,265056.49884199805
99,1896.204070478896,460.4813684180733,1435.7227020608227,264596.01747357997
100,1896.204070478896,462.9756424970044,1433.2284279818916,264133.04183108296
101,1896.204070478896,465.48342722719667,1430.7206432516994,263667.5584038558
102,1896.204070478896,468.0047957913439,1428.1992746875521,263199.5536080644
103,1896.204070478896,470.539821768547,1425.664248710349,262729.0137862959
104,1896.204070478896,473.0885791364599,1423.1154913424361,262255.9252071594
105,1896.204070478896,475.65114227344907,1420.552928205447,261780.27406488598
106,1896.204070478896,478.2275859607637,1417.9764845181323,261302.04647892521
107,1896.204070478896,480.81798538471776,1415.3860850941783,260821.2284935405
108,1896.204070478896,483.42241613888496,1412.781654340011,260337.8060774016
109,1896.204070478896,486.04095422630394,1410.163116252592,259851.76512317528
110,1896.204070478896,488.6736760616966,1407.5303944171994,259363.09144711358
111,1896.204070478896,491.32065847369745,1404.8834120051986,258871.77078863987
112,1896.204070478896,493.9819787070967,1402.2220917717993,258377.78880993277
113,1896.204070478896,496.65771442509345,1399.5463560538026,257881.13109550768
114,1896.204070478896,499.3479437115627,1396.8561267673333,257381.78315179612
115,1896.204070478896,502.05274507333365,1394.1513254055624,256879.73040672278
116,1896.204070478896,504.772197442481,1391.431873036415,256374.9582092803
117,1896.204070478896,507.50638017862775,1388.6976903002683,255867.4518291017
118,1896.204070478896,510.25537307126183,1385.9486974076342,255357.19645603042
119,1896.204070478896,513.0192563420646,1383.1848141368314,254844.17719968836
120,1896.204070478896,515.7981106472507,1380.4059598316453,254328.37908904112
121,1896.204070478896,518.5920170799232,1377.6120533989729,253809.78707196118
122,1896.204070478896,521.4010571724396,1374.8030133064565,253288.38601478873
123,1896.204070478896,524.2253128987904,1371.9787575801056,252764.16070188995
124,1896.204070478896,527.0648666769921,1369.139203801904,252237.09583521297
125,1896.204070478896,529.9198013714924,1366.2842691074036,251707.17603384148
126,1896.204070478896,532.790200295588,1363.413870183308,251174.38583354588
127,1896.204070478896,535.6761472138558,1360.5279232650403,250638.70968633203
128,1896.204070478896,538.5777263445975,1357.6263441342985,250100.13195998743
129,1896.204070478896,541.4950223622975,1354.7090481165985,249558.63693762512
130,1896.204070478896,544.4281204000931,1351.775950078803,249014.20881722504
131,1896.204070478896,547.3771060522604,1348.8269644266356,248466.83171117277
132,1896.204070478896,550.3420653767103,1345.8620051021858,247916.48964579604
133,1896.204070478896,553.3230848975008,1342.8809855813952,247363.16656089853
134,1896.204070478896,556.3202516073623,1339.8838188715338,246806.84630929117
135,1896.204070478896,559.3336529702356,1336.8704175086605,246247.51265632093
136,1896.204070478896,562.3633769238243,1333.8406935550718,245685.1492793971
137,1896.204070478896,565.4095118821617,1330.7945585967343,245119.73976751493
138,1896.204070478896,568.4721467381901,1327.731923740706,244551.26762077672
139,1896.204070478896,571.5513708663555,1324.6526996125406,243979.71624991036
140,1896.204070478896,574.6472741252148,1321.5567963536812,243405.06897578514
141,1896.204070478896,577.7599468600599,1318.444123618836,242827.30902892508
142,1896.204070478896,580.8894799055518,1315.3145905733443,242246.41954901954
143,1896.204070478896,584.0359645883734,1312.1681058905226,241662.38358443117
144,1896.204070478896,587.1994927298938,1309.0045777490022,241075.1840917013
145,1896.204070478896,590.3801566488473,1305.8239138300487,240484.80393505245
146,1896.204070478896,593.5780491640285,1302.6260213148676,239891.22588588842
147,1896.204070478896,596.7932635970003,1299.4108068818957,239294.4326222914
148,1896.204070478896,600.0258937748174,1296.1781767040786,238694.4067285166
149,1896.204070478896,603.2760340327645,1292.9280364461315,238091.13069448384
150,1896.204070478896,606.5437792171085,1289.6602912617875,237484.58691526673
151,1896.204070478896,609.829224687868,1286.374845791028,236874.75769057887
152,1896.204070478896,613.1324663215937,1283.0716041573023,236261.62522425727
153,1896.204070478896,616.4536005141692,1279.7504699647268,235645.1716237431
154,1896.204070478896,619.7927241836207,1276.4113462952753,235025.3788995595
155,1896.204070478896,623.1499347729487,1273.0541357059474,234402.22896478654
156,1896.204070478896,626.5253302529688,1269.6787402259272,233775.70363453357
157,1896.204070478896,629.9190091251726,1266.2850613537234,233145.78462540839
158,1896.204070478896,633.3310704246005,1262.8730000542955,232512.45355498377
159,1896.204070478896,636.761613722734,1259.442456756162,231875.69194126103
160,1896.204070478896,640.2107391303987,1255.9933313484973,231235.48120213064
161,1896.204070478896,643.6785473006883,1252.5255231782078,230591.80265482995
162,1896.204070478896,647.1651394319003,1249.0389310469957,229944.63751539806
163,1896.204070478896,650.6706172704899,1245.5334532084062,229293.96689812758
164,1896.204070478896,654.1950831140382,1242.0089873648578,228639.77181501355
165,1896.204070478896,657.7386398142394,1238.4654306646567,227982.03317519932
166,1896.204070478896,661.3013907798997,1234.9026796989963,227320.73178441942
167,1896.204070478896,664.8834399799575,1231.3206304989385,226655.84834443947
168,1896.204070478896,668.4848919465155,1227.7191785323805,225987.36345249295
169,1896.204070478896,672.1058517778924,1224.0982187010036,225315.25760071506
170,1896.204070478896,675.7464251416893,1220.4576453372067,224639.51117557337
171,1896.204070478896,679.4067182778736,1216.7973522010225,223960.1044572955
172,1896.204070478896,683.0868380018787,1213.1172324770173,223277.01761929362
173,1896.204070478896,686.7868917077221,1209.417178771174,222590.2307275859
174,1896.204070478896,690.5069873711391,1205.697083107757,221899.72374021477
175,1896.204070478896,694.2472335527327,1201.9568369261633,221205.47650666203
176,1896.204070478896,698.0077394011432,1198.1963310777528,220507.4687672609
177,1896.204070478896,701.7886146562328,1194.4154558226633,219805.68015260468
178,1896.204070478896,705.5899696522874,1190.6141008266086,219100.09018295238
179,1896.204070478896,709.4119153212373,1186.7921551576587,218390.67826763116
180,1896.204070478896,713.254563195894,1182.949507283002,217677.42370443526
181,1896.204070478896,717.118025413205,1179.086045065691,216960.30567902204
182,1896.204070478896,721.0024147175266,1175.2016557613695,216239.30326430453
183,1896.204070478896,724.9078444639131,1171.296226014983,215514.3954198406
184,1896.204070478896,728.834428621426,1167.36964185747,214785.5609912192
185,1896.204070478896,732.7822817764588,1163.4217887024372,214052.77870944273
186,1896.204070478896,736.7515191360812,1159.4525513428148,213316.02719030666
187,1896.204070478896,740.7422565314016,1155.4618139474944,212575.28493377526
188,1896.204070478896,744.7546104209466,1151.4494600579494,211830.53032335432
189,1896.204070478896,748.7886978940601,1147.415372584836,211081.74162546027
190,1896.204070478896,752.8446366743194,1143.3594338045766,210328.89698878594
191,1896.204070478896,756.9225451229722,1139.2815253559238,209571.97444366297
192,1896.204070478896,761.0225422423882,1135.1815282365078,208810.95190142057
193,1896.204070478896,765.1447476795345,1131.0593227993616,208045.80715374104
194,1896.204070478896,769.2892817294653,1126.9147887494307,207276.51787201158
195,1896.204070478896,773.4562653388332,1122.7478051400628,206503.06160667274
196,1896.204070478896,777.6458201094188,1118.5582503694773,205725.41578656333
197,1896.204070478896,781.858068301678,1114.346002177218,204943.55771826164
198,1896.204070478896,786.0931328383122,1110.1109376405839,204157.46458542332
199,1896.204070478896,790.3511373078529,1105.852933171043,203367.11344811547
200,1896.204070478896,794.6322059682705,1101.5718645106256,202572.48124214722
201,1896.204070478896,798.9364637505985,1097.2676067282976,201773.5447783966
202,1896.204070478896,803.2640362625809,1092.940034216315,200970.28074213403
203,1896.204070478896,807.6150497923368,1088.5890206865593,200162.6656923417
204,1896.204070478896,811.9896313120453,1084.2144391668508,199350.67606102963
205,1896.204070478896,816.3879084816522,1079.8161619972439,198534.288152548
206,1896.204070478896,820.8100096525943,1075.3940608263017,197713.4781428954
207,1896.204070478896,825.2560638715461,1070.94800660735,196888.22207902384
208,1896.204070478896,829.7262008841835,1066.4778695947125,196058.49587813966
209,1896.204070478896,834.220551138973,1061.983519339923,195224.27532700068
210,1896.204070478896,838.7392457909757,1057.4648246879203,194385.5360812097
211,1896.204070478896,843.2824167056767,1052.9216537732193,193542.253664504
212,1896.204070478896,847.8501964628326,1048.3538740160634,192694.4034680412
213,1896.204070478896,852.4427183603395,1043.7613521185565,191841.96074968085
214,1896.204070478896,857.0601164181248,1039.1439540607712,190984.90063326273
215,1896.204070478896,861.7025253820561,1034.50154509684,190123.1981078807
216,1896.204070478896,866.3700807278756,1029.8339897510205,189256.8280271528
217,1896.204070478896,871.0629186651515,1025.1411518137445,188385.76510848766
218,1896.204070478896,875.7811761412545,1020.4228943376415,187509.9839323464
219,1896.204070478896,880.524990845353,1015.679079633543,186629.45894150104
220,1896.204070478896,885.294501212432,1010.909569266464,185744.16444028862
221,1896.204070478896,890.0898464273326,1006.1142240515634,184854.0745938613
222,1896.204070478896,894.911166428814,1001.292904050082,183959.16342743248
223,1896.204070478896,899.7586019136368,996.4454685652593,183059.40482551884
224,1896.204070478896,904.632294340669,991.571776138227,182154.77253117817
225,1896.204070478896,909.5323859350143,986.6716845438817,181245.24014524315
226,1896.204070478896,914.4590196921623,981.7450507867337,180330.781125551
227,1896.204070478896,919.4123393821613,976.7917310967347,179411.36878616884
228,1896.204070478896,924.3924895538148,971.8115809250812,178486.97629661503
229,1896.204070478896,929.3996155388979,966.8044549399981,177557.57668107614
230,1896.204070478896,934.4338634564002,961.7702070224958,176623.14281761975
231,1896.204070478896,939.495380216789,956.708690262107,175683.64743740295
232,1896.204070478896,944.5843135262967,951.6197569525993,174739.06312387667
233,1896.204070478896,949.7008118912307,946.5032585876653,173789.36231198543
234,1896.204070478896,954.8450246223083,941.3590458565877,172834.51728736312
235,1896.204070478896,960.0171018390124,936.1869686398836,171874.5001855241
236,1896.204070478896,965.2171944739737,930.9868760049224,170909.28299105013
237,1896.204070478896,970.4454542773744,925.7586162015216,169938.83753677277
238,1896.204070478896,975.7020338213769,920.5020366575192,168963.1355029514
239,1896.204070478896,980.9870865045759,915.2169839743201,167982.1484164468
240,1896.204070478896,986.3007665564758,909.9033039224203,166995.84764989035
241,1896.204070478896,991.6432290419899,904.5608414369061,166004.20442084837
242,1896.204070478896,997.0146298659673,899.1894406129287,165007.1897909824
243,1896.204070478896,1002.4151257777413,893.7889447011547,164004.77466520466
244,1896.204070478896,1007.8448743757041,888.359196103192,162996.92979082896
245,1896.204070478896,1013.3040341119058,882.9000363669902,161983.62575671705
246,1896.204070478896,1018.7927642966786,877.4113061822175,160964.8329924204
247,1896.204070478896,1024.3112251032856,871.8928453756105,159940.5217673171
248,1896.204070478896,1029.8595775725948,866.3444929063011,158910.66218974453
249,1896.204070478896,1035.4379836177798,860.7660868611163,157875.22420612676
250,1896.204070478896,1041.0466060290428,855.1574644498534,156834.17760009773
251,1896.204070478896,1046.6856084783667,849.5184620005293,155787.49199161935
252,1896.204070478896,1052.3551555242911,843.8489149546049,154735.13683609504
253,1896.204070478896,1058.0554126167144,838.1486578621815,153677.08142347832
254,1896.204070478896,1063.7865461017218,832.4175243771742,152613.29487737658
255,1896.204070478896,1069.5487232264395,826.6553472524565,151543.74615415014
256,1896.204070478896,1075.342112143916,820.8619583349799,150468.40404200624
257,1896.204070478896,1081.166881918029,815.0371885608671,149387.2371600882
258,1896.204070478896,1087.023202528418,809.1808679504778,148300.21395755978
259,1896.204070478896,1092.9112448754472,803.2928256034488,147207.30271268432
260,1896.204070478896,1098.8311807851892,797.3728896937067,146108.47153189912
261,1896.204070478896,1104.7831830144423,791.4208874644536,145003.6883488847
262,1896.204070478896,1110.7674252557706,785.4366452231254,143892.92092362893
263,1896.204070478896,1116.7840821425725,779.4199883363234,142776.13684148635
264,1896.204070478896,1122.8333292541784,773.3707412247178,141653.30351223217
265,1896.204070478896,1128.9153431209716,767.2887273579244,140524.3881691112
266,1896.204070478896,1135.0303012295437,761.1737692493523,139389.35786788166
267,1896.204070478896,1141.1783820278704,755.0256884510256,138248.1794858538
268,1896.204070478896,1147.3597649305214,748.8443055483747,137100.81972092326
269,1896.204070478896,1153.574630323895,742.629440155001,135947.24509059938
270,1896.204070478896,1159.8231595714828,736.3809109074133,134787.4219310279
271,1896.204070478896,1166.1055350191614,730.0985354597345,133621.31639600874
272,1896.204070478896,1172.4219400005154,723.7821304783807,132448.89445600822
273,1896.204070478896,1178.772558842185,717.4315116367112,131270.12189716604
274,1896.204070478896,1185.1575768692464,711.0464936096495,130084.9643202968
275,1896.204070478896,1191.5771804106216,704.6268900682744,128893.38713988618
276,1896.204070478896,1198.0315568045125,698.1725136743835,127695.35558308166
277,1896.204070478896,1204.5208944038704,691.6831760750257,126490.83468867779
278,1896.204070478896,1211.0453825818913,685.1586878970047,125279.78930609589
279,1896.204070478896,1217.6052117375434,678.5988587413527,124062.18409435835
280,1896.204070478896,1224.2005733011215,672.0034971777744,122837.98352105723
281,1896.204070478896,1230.8316597398361,665.37241073906,121607.1518613174
282,1896.204070478896,1237.4986645634267,658.7054059154692,120369.65319675398
283,1896.204070478896,1244.201782329812,652.002288149084,119125.45141442417
284,1896.204070478896,1250.941208650765,645.2628618281309,117874.5102057734
285,1896.204070478896,1257.7171401976234,638.4869302812726,116616.79306557578
286,1896.204070478896,1264.5297747070272,631.6742957718689,115352.26329086875
287,1896.204070478896,1271.3793109866901,624.8247594922058,114080.88397988206
288,1896.204070478896,1278.2659489212015,617.9381215576944,112802.61803096086
289,1896.204070478896,1285.189889477858,611.014181001038,111517.428141483
290,1896.204070478896,1292.1513347125297,604.0527357663663,110225.27680677047
291,1896.204070478896,1299.150487775556,597.0535827033401,108926.12631899492
292,1896.204070478896,1306.1875529176737,590.0165175612225,107619.93876607725
293,1896.204070478896,1313.2627354959777,582.9413349829184,106306.67603058126
294,1896.204070478896,1320.376241979914,575.8278284989818,104986.29978860135
295,1896.204070478896,1327.5282799573054,568.6757905215907,103658.77150864404
296,1896.204070478896,1334.7190581404075,561.4850123384886,102324.05245050363
297,1896.204070478896,1341.9487863720015,554.2552841068947,100982.10366413163
298,1896.204070478896,1349.2176756315164,546.9863948473796,99632.88598850011
299,1896.204070478896,1356.5259380411871,539.678132437709,98276.36005045893
300,1896.204070478896,1363.8737868722435,532.3302836066525,96912.48626358669
301,1896.204070478896,1371.261436551135,524.9426339277612,95541.22482703555
302,1896.204070478896,1378.6891026657868,517.5149678131093,94162.53572436977
303,1896.204070478896,1386.1570019718931,510.0470685070029,92776.37872239787
304,1896.204070478896,1393.6653523992409,502.53871807965515,91382.71336999863
305,1896.204070478896,1401.2143730580701,494.9896974208259,89981.49899694056
306,1896.204070478896,1408.804284245468,487.399786233428,88572.69471269508
307,1896.204070478896,1416.4353074517976,479.7687630270984,87156.25940524328
308,1896.204070478896,1424.1076653671616,472.09640511173444,85732.15173987612
309,1896.204070478896,1431.8215818879003,464.38248859099565,84300.33015798822
310,1896.204070478896,1439.5772821231265,456.6267883557696,82860.7528758651
311,1896.204070478896,1447.3749924012934,448.8290780776027,81413.3778834638
312,1896.204070478896,1455.2149402768005,440.9891302020956,79958.16294318701
313,1896.204070478896,1463.097354536633,433.106715942263,78495.06558865038
314,1896.204070478896,1471.0224652070397,425.18160527185626,77024.04312344333
315,1896.204070478896,1478.9905035602446,417.2135669186514,75545.05261988309
316,1896.204070478896,1487.0017021211959,409.2023683577001,74058.0509177619
317,1896.204070478896,1495.0562946743526,401.1477758045436,72562.99462308754
318,1896.204070478896,1503.1545162705052,393.0495542083908,71059.84010681704
319,1896.204070478896,1511.2966032336371,384.90746724525894,69548.5435035834
320,1896.204070478896,1519.4827931678192,376.72127731107673,68029.06071041558
321,1896.204070478896,1527.713324964145,368.49074551475104,66501.34738545143
322,1896.204070478896,1535.9884388077007,360.21563167119524,64965.358946643726
323,1896.204070478896,1544.3083761845758,351.8956942943202,63421.05057045915
324,1896.204070478896,1552.673379888909,343.53069058998705,61868.37719057024
325,1896.204070478896,1561.083694029974,335.1203764489221,60307.29349654027
326,1896.204070478896,1569.5395640393028,326.66450643959314,58737.753932500964
327,1896.204070478896,1578.0412366778492,318.1628338010469,57159.71269582312
328,1896.204070478896,1586.5889600431874,309.6151104357086,55573.123735779925
329,1896.204070478896,1595.1829835767549,301.0210869021413,53977.94075220317
330,1896.204070478896,1603.823558071129,292.3805124077672,52374.11719413204
331,1896.204070478896,1612.5109356773473,283.6931348015486,50761.606258454696
332,1896.204070478896,1621.2453699122664,274.9587005666296,49140.36088854243
333,1896.204070478896,1630.0271156659578,266.17695481293816,47510.333772876475
334,1896.204070478896,1638.8564292091485,257.34764126974756,45871.47734366733
335,1896.204070478896,1647.733568200698,248.47050227819804,44223.74377546663
336,1896.204070478896,1656.6587916951185,239.5452787837776,42567.084983771514
337,1896.204070478896,1665.6323601501335,230.57171032876238,40901.45262362138
338,1896.204070478896,1674.6545354342802,221.54953504461582,39226.7980881871
339,1896.204070478896,1683.7255808345492,212.47848964434678,37543.07250735255
340,1896.204070478896,1692.8457610640698,203.3583094148263,35850.22674628848
341,1896.204070478896,1702.0153422698334,194.1887282090626,34148.21140401864
342,1896.204070478896,1711.2345920404616,184.96947843843432,32436.97681197818
343,1896.204070478896,1720.5037794140142,175.7002910648818,30716.473032564165
344,1896.204070478896,1729.8231748858402,166.3808955930559,28986.649857678323
345,1896.204070478896,1739.1930504164718,157.01102006242425,27247.456807261853
346,1896.204070478896,1748.613679439561,147.59039103933503,25498.843127822292
347,1896.204070478896,1758.0853368698586,138.11873360903743,23740.757790952433
348,1896.204070478896,1767.608299111237,128.595771367659,21973.149491841195
349,1896.204070478896,1777.1828440647562,119.02122641413982,20195.96664777644
350,1896.204070478896,1786.8092511367736,109.39481934212239,18409.157396639668
351,1896.204070478896,1796.4878012470979,99.71626923179821,16612.66959539257
352,1896.204070478896,1806.2187768371862,89.98529364170976,14806.450818555384
353,1896.204070478896,1816.0024618783877,80.20160860050834,12990.448356676996
354,1896.204070478896,1825.839141880229,70.36492859866706,11164.609214796767
355,1896.204070478896,1835.7291038987469,60.47496658014916,9328.880110898019
356,1896.204070478896,1845.672636544865,50.531433934030936,7483.207474353154
357,1896.204070478896,1855.6700299928164,40.53404048607958,5627.537444360338
358,1896.204070478896,1865.7215759886108,30.482494490285163,3761.815868371727
359,1896.204070478896,1875.8275678585492,20.376502620346855,1885.9883005131778
360,1896.204070478896,1885.988300517783,10.215769961113047,0.0
